2026-02-02 00:00:37,https://chatgpt.com/c/697f712f-8be0-8320-9490-8fa6f2cc944e,Legitimate,31.0,LOW
2026-02-02 00:00:51,https://edkumar4.atlassian.net/jira/software/projects/KAN/boards/1,Legitimate,0.5,LOW
2026-02-02 00:09:56,https://edkumar4.atlassian.net/jira/software/projects/KAN/boards/1,Legitimate,0.5,LOW
2026-02-02 00:10:10,https://edkumar4.atlassian.net/jira/software/projects/KAN/boards/1,Legitimate,0.5,LOW
2026-02-02 00:10:23,https://www.google.com/search?q=AI+Phishing+Website+Detector+Dashboard+%28BEST+for+you%29&sca_esv=c1cfdfa4ee1befca&udm=2&biw=1536&bih=730&aic=0&sxsrf=ANbL-n7vjcoRwnKS_wnALVkFGzpgdMkBZQ%3A1769959608927&ei=uHB_af6hOIPD4-EP-9fK2A4&ved=0ahUKEwj-3YauzbiSAxWD4TgGHfurEusQ4dUDCBI&uact=5&oq=AI+Phishing+Website+Detector+Dashboard+%28BEST+for+you%29&gs_lp=Egtnd3Mtd2l6LWltZyI1QUkgUGhpc2hpbmcgV2Vic2l0ZSBEZXRlY3RvciBEYXNoYm9hcmQgKEJFU1QgZm9yIHlvdSlI9w5Q_wVY_wVwAXgAkAEAmAHXAaAB1wGqAQMyLTG4AQPIAQD4AQH4AQKYAgGgAguoAgrCAgoQIxgnGMkCGOoCmAMLkgcBMaAHM7IHALgHAMIHAzMtMcgHCIAIAA&sclient=gws-wiz-img#sv=CAMSVhoyKhBlLUd6eDMxVHYxdFF2akZNMg5HengzMVR2MXRRdmpGTToORGFLQjZGa2VMZHo1aU0gBCocCgZtb3NhaWMSEGUtR3p4MzFUdjF0UXZqRk0YADABGAcgzcvlzAUwAkoKCAEQAhgCIAIoAg,Legitimate,21.5,LOW
2026-02-02 00:13:33,https://www.google.com/search?q=AI+Phishing+Website+Detector+Dashboard+%28BEST+for+you%29&sca_esv=c1cfdfa4ee1befca&udm=2&biw=1536&bih=730&aic=0&sxsrf=ANbL-n7vjcoRwnKS_wnALVkFGzpgdMkBZQ%3A1769959608927&ei=uHB_af6hOIPD4-EP-9fK2A4&ved=0ahUKEwj-3YauzbiSAxWD4TgGHfurEusQ4dUDCBI&uact=5&oq=AI+Phishing+Website+Detector+Dashboard+%28BEST+for+you%29&gs_lp=Egtnd3Mtd2l6LWltZyI1QUkgUGhpc2hpbmcgV2Vic2l0ZSBEZXRlY3RvciBEYXNoYm9hcmQgKEJFU1QgZm9yIHlvdSlI9w5Q_wVY_wVwAXgAkAEAmAHXAaAB1wGqAQMyLTG4AQPIAQD4AQH4AQKYAgGgAguoAgrCAgoQIxgnGMkCGOoCmAMLkgcBMaAHM7IHALgHAMIHAzMtMcgHCIAIAA&sclient=gws-wiz-img#sv=CAMSVhoyKhBlLUd6eDMxVHYxdFF2akZNMg5HengzMVR2MXRRdmpGTToORGFLQjZGa2VMZHo1aU0gBCocCgZtb3NhaWMSEGUtR3p4MzFUdjF0UXZqRk0YADABGAcgzcvlzAUwAkoKCAEQAhgCIAIoAg,Legitimate,21.5,LOW
2026-02-02 00:14:04,http://payment-account-billing-zozbctilg.com,Phishing,100.0,HIGH
2026-02-02 00:14:13,http://payment-account-billing-zozbctilg.com,Phishing,100.0,HIGH
2026-02-02 00:14:18,http://payment-account-billing-zozbctilg.com	1,Phishing,100.0,HIGH
2026-02-02 00:18:57,http://login-confirm-restore-mlcrslmhevp.org,Phishing,100.0,HIGH
2026-02-02 00:23:14,http://login-confirm-restore-mlcrslmhevp.org,Phishing,100.0,HIGH
2026-02-02 00:32:32,https://www.youtube.com/shorts/idnGhH16E8k,Legitimate,11.25,LOW
